name,line
Geralt, You tried to kill her. Can't forgive you for that.
Whispess, Waste of words.
Weavess," Our fates are bound, true. But now is not the time for that to bear"
Geralt," She escaped you, but I'll find her. We'll come back here together and"
Weavess," You'll return, you shall. Our fates are bound."
Whispess, And one of will die. But it shan't be one of us.
Brewess, Now you shall chase shadows and wander midst fog.
Weavess," Each time you see her, she will be a mirage."
Whispess, And if you find her -- if -- the girl will die...hmheh.
Weavess, Heeheeheeheehee!
Brewess, Be seeing you... Handsome knight.
Weavess, Heeheeheeheehee!
Brewess, See you very soon.
QUEST, IN CIRI'S FOOTSTEPS (VELEN) |_
STORY, FLEEING THE BOG                                        [WK6K]
Brewess," We knew someone special was to arrive. We read beast entrails, saw"
Weavess," We would glimpse her likeness, a mirage in the puddle. She came from"
Whispess, We knew not at first it was her the omens had spoken of.
Weavess, A child of the Elder Blood. The Sown Seed that will burst into
Weavess, She fell into our hands. Elder Blood!
Whispess," Mmm, the blood of the Traitoress!"
Brewess, Does she sleep?
Weavess, Like a lamb.
Brewess," Come, sisters, no point in dawdling. The table's set, the cauldron"
Whispess, We cannot! You know she is meant for Him!
Brewess," Imlerith will get her, he will. But not whole."
Weavess, Well said. We'll just have a sample.
Brewess," I'll take her feet. Lovely, hmhm, plump. Perfect for a broth."
Weavess," Ooh, I can taste it already... Very well. Get on with it!"
Weavess," Oh, you'll regret that, girl, regret it dearly."
Weavess, Come back... Come back... Come back... He has come...for you...
QUEST, IN CIRI'S FOOTSTEPS (VELEN) |_
STORY, OUT OF THE SHADOWS                                     [WK6L]
Ciri, Watch out!
Baron," If I don't survive this, you're to take whatever you want from the"
Ciri, You'll survive!
Baron, Pffgrr! Let's show this bastard what we're worth!
Baron, Aaagh!
Ciri, Uuugh!
Baron, Aah...! Arrgh fuuuuuck! Aaa! Aaaa...
Ciri, Agh! Agh! Dammit! I can't leave him like that!
Baron," Well? C'mon! Bring it on, whoreson! Come here!"
Baron, You have everythin'?
Ciri," Yes, thank you."
Baron, What you did for me...I---I shall never forget it.
Ciri," You helped me as well -- when your man brought me here. You fed me,"
Baron, You needn't leave. You're in good company here. We'll always have a
Ciri, I must leave.
Ciri, I certainly hope not. It's brought me no small trouble.
Baron, Meanin'?
Ciri, I must flee.
Ciri, Wraiths pursue me. The Wild Hunt. I was foolish to use the Power. They're
Baron, The Wild Hunt? Pursuing you?
Ciri, I'll endanger all of you by remaining here. You must tell the people to
Baron, And you... Where do you think you're going?
Ciri," Now, I ride for Novigrad. And then who knows where."
QUEST, IN CIRI'S FOOTSTEPS (NOVIGRAD) |_
Menge, Our Novigrad -- shining and brilliant! Pearl amongst cities! Cradle of
Crowd, We renounce evil!
Menge, Do you renounce evil?!
Crowd, We renounce it!
Menge," May the Holy Flame of the Eternal Fire complete this cleansing, this"
Crowd, No!
Menge, May the Holy Flame of the Eternal Fire complete this act of cleansing!
Cori, Aaaaa! Aaaaaaaa!
Menge," No evil can survive the Holy Fire! The Holy Fire enlightens, burns and"
Crowd," Holy Fire! Enlighten, burn and cleanse!"
Menge, Behold the flame of grace and mercy!
Menge," Special pyre for you, freak -- nice, slow burning! You'll beg for mercy"
Chappelle," I've done no wrong! None! I only wanted to live like you! Help me,"
Man, Gods! Look! A doppler!
Geralt, Sure hope Dudu hasn't met the same fate.
Looter, She couldn't 'ave taken it all with her? Could she?
Looter, Sorceress -- it's like a witch with muscle. Casts a spell and all's
Looter," Well, she was in a rush. Musta left somethin'."
Looter, And what of it? This place has been picked through.
Looter, Hey! Sod off! We're lootin' here.
Geralt, Want you gone by the time I count to three. One...
Looter, Hear that?
Geralt, Two...
Looter," Ooh, lookie. Thinks he can scare us off."
Geralt, Three...
Looter," Ah! Nah...don't! No more, please!"
Geralt, Where's the sorceress who lived here?
Geralt, Not here for the loot. Interested in the sorceress who lived here.
Looter, We're supposed to believe that?
Geralt, Yeah.
Looter, Most likely hiding in some rattrap with the rest of 'em.
Geralt, Someone's gotta know more.
Looter, I'd look for 'er in the Putrid Grove.
Geralt, Putrid Grove -- where is it?
Looter, I wouldn't know. Rumor has it it's a place for freaks and oddities.
Looter, You'd fit in well there.
Geralt," Maybe. Thing is, gotta know how to get there."
Looter," They say you gotta get there through the sewers, but you gotta"
Looter," Ask a beggar. Or spot yourself a thief, follow him... Beggars and"
Geralt," Mean to say the local beggars have a king? Crown, scepter and all"
Looter," Wouldn't scoff, mate. King of Beggars, it's a moniker, yeah, for a"
Looter, And watch yourself. Menge himself don't even go to the Grove.
Geralt, Putrid Grove... Interesting as names go.
Looter," A hive of scum and freakery, if there ever was one. No decent folk"
Geralt, That why you think I should look for my friend there?
Looter, I meant no offense.
Geralt, Who's she hiding from?
Looter, Temple Guard's crackin' down. All mages're fair game.
Looter, They round 'em up like rats.
Menge, Someone call for me? Wonder why.
Looter, It's Menge...
Looter, Temple Guard...
Menge, Thieving vermin to the confession chamber.
Looter," But, sir... What's the offense? This is some sorceress bitch's shop!"
Menge, Think that gives you the right to steal her property?
Looter," Well... Sorcerers, mages of all types are outlaws..."
Menge," But by law, the Temple Guard takes possession of their belongings. And"
Menge, You know a bat can sniff out a moth a mile away?
Geralt, Small animals -- can't say I'm really interested.
Menge, I know your trade. Spotted those yellow eyes amidst the rabble in the
Geralt, Got nothing to do with their sense of smell. It's about their
Menge," Well, well... Man knows his bats. Here I thought you only cared about"
Geralt, What's your point?
Menge, I ask the questions...witcher.
Menge," And as bats sense moths, so I sense freaks. And start by warning them --"
Geralt, I haven't done anything wrong.
Menge, But you will. Sooner or later your kind always causes trouble. And
Geralt, Heard Novigrad was no place for mages. Now you're telling me it's
Menge, Righteous folk professing the one true faith in the Eternal Fire.
Menge," Nothing I can do to you now, but just know that I know you're here. One"
Thief," Oh! Deepest apologies, guv'nor."
Noble," Fetch some mettle, you wretch. I've been robbed! Thief!"
Beggar," Take pity on me misery, good folk, and aid a man crippled by"
Geralt, Word is nothing's free in Novigrad.
Beggar," Hnn, another come burstin' with questions. Now where'd you folk gain"
Geralt, There's this place in Novigrad they call the Putrid Grove.
Beggar," Aye, s'bout right. Well, Novigrad's full of nooks and crannies with odd"
Geralt, Heard men like you frequent this alley.
Beggar, And I've heard they fed you horse shit and you smiled and ate it. Now
Beggar, Aid a veteran of the struggle against the Black Ones?
Geralt, Where'd you fight?
Beggar," Angren early on. In Cidaris last, along the banks of the Pontar. So,"
Geralt, Here. Now you help me. Gotta find the back alley locals call the
Geralt, I'm looking for the Putrid Grove. Need you to help me find it.
Beggar," Don't know naught about no grove, putrid or other. Don't generally"
Geralt, This is urgent.
Beggar, Leave me be. I don't know.
Geralt, Farewell.
Beggar, Alms for the poor?
Geralt, You lame?
Beggar," No chance! Both legs in perfect order. And me arms -- look, like a"
Geralt, Been like this long -- addled?
Beggar, Since me mother birthed me. Here's where it's addled. There. Showin'
Geralt, Healthy as a horse as far as I can tell.
Beggar," Priests have looked, medics, herbalists. All claim I'm bewildered."
Geralt, Well they're wrong.
Beggar, Matters little either way. Folk are generous to me. They enjoy
this," there, there."
Geralt, You're happy. That's what counts.
Beggar," I am. When folk ask me the way, I like that most. 'Cause I can"
Geralt," So you gotta know where the Putrid Grove is, right?"
Beggar," Most certainly do! It's where I live! Over the, uh, there, there,"
Geralt," Thataway, meaning where?"
Beggar," In Lacehalls. There's this alley, past a gate. Not at all putrid"
Geralt, And anyone can go there?
Beggar," O' course. Unless he forgets to say ""The old sow's farrowed"
Listen, The old sow's farrowed piglets. See?
Geralt, Thanks for your help.
Geralt, I gotta find the place they call the Putrid Grove.
Beggar, I know it but won't say. I know it but won't say.
Geralt, Why not?
Beggar," Not allowed to say. I would tell you, though. If you didn't push,"
Geralt, Guess your mind is truly addled.
Beggar, Didn't I say so?!
Beggar," Look kindly a wretched soul, aid one who last saw nourishment three"
Geralt, All right. Give you a crown.
Beggar," Crown's enough, m'lord, when your gut's so empty it's stuck flat to"
Geralt," Could give you more, on one condition -- you tell me where you drop"
Beggar, I drop 'em with m'lady. Serious trouble if I didn't.
Geralt, I think you take them to the Putrid Grove.
Geralt, Go on lying like that and you won't get a thing.
Beggar," I swear it! Honest as a child, I am, m'lord."
Geralt, I know you pay tribute to the King of Beggars. Don't have a choice.
Beggar," Far as I'm concerned, the King of Beggars can stick his crown up his"
Geralt, You're either pretty damn brave... Or just plain stupid.
Beggar, What's he gonna do? Break me legs? Let him! Me takings double as a
Geralt," From what I hear, they'd break your legs just to start..."
Beggar," Some coin for me future widow, then?"
Geralt, There. Now tell me where the Putrid Grove is. It's the least you
Beggar, I don't know and believe you me -- I don't wanna know. Gods protect. 
Geralt, You didn't tell me anything.
Beggar, I don't know nothin'. On your way -- I've no use for you.
Geralt, So long.
Beggar," Sir, sir! Be merciful. Give us a crown, eh? Me mum's sick and if I"
Geralt, Here.
Beggar," Thank you, you gold-hearted man! Care to hear me tale o' woe?"
Geralt, Some other time. I'm in a hurry.
Geralt," All right, I'll give you some coin, but you gotta tell me where the"
Beggar," I don't know that. Keep your coin, I don't know a thing. Move on."
Geralt, Get out of my way.
Beggar, What a crown to a gentleman like you? Easy as spitting!
Geralt, Piss off while I'm still willing to let you go.
Geralt, Open up!
Man, Who are you and what d'you want?
Geralt, Take a look. Whaddaya see?
Man," Yellow eyes... Pair o' swords... Mutated killer, methinks..."
Geralt, Heard this place was a meeting spot for oddities.
Man, Heard right. Know the password -- get in free. Don't know it -- gotta
Geralt, Old sow's farrowed piglets.
Man," Oh... Welcome to the grove, brother."
Geralt," Damned if you do, damned if you don't."
Man, Nope. Not the password.
Geralt, Don't know the password.
Man," Pay up, then."
Geralt, I like to tiptoe through the tulips.
Man, Nope. Not the password.
Geralt, Don't know the password.
Man," Pay up, then."
Geralt, Doing some sightseeing. Kinda curious about what's beyond this gate.
Man, My brother-in-law was curious. Worms been eatin' him for five years now.
Geralt, Farewell...
Man, I fare just fine without your wishes. Don't come again!
Geralt, Catch.
Man, You may enter. Oop. Right after you leave me your weapons. They'll be
Geralt, Fine. Make sure you don't lose them.
Man, No worries. Be waitin' for you once you're done with the king.
Geralt, Not in the habit of parting with my swords.
Man," In that case, we must part. Sod off, now."
Geralt, I won't pay. Let me in.
Man," Yes, sir."
Geralt, Might be a problem there.
Man, Then come back once you've solved it.
Bedlam," So, how are things?"
Triss, Good. More and more people come to our secret clinics looking for help.
